socialClass; priority; socialStatus; stamina; hunger; leisure; extraversion; agreableness; conscientiouness; emotionalStability; opennesExp; actualState
HIGH; SELF; MARRIED; 1; 1; 0; 0,08330953; 0,91058147; 0,27936745; 0,66478837; Investigation
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,21462631; 0,5732682; 0,24397898; 0,87947875; Aggressive
HIGH; SELF; MARRIED; 0,8999998; 0,8999998; 0,10000028; 0,39133078; 0,50526565; 0,668172; 0,90556514; Investigation
HIGH; SELF; MARRIED; 0; 0; 1; 0,20400131; 0,6687622; 0,6804955; 0,16557091; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,95150614; 0,0035892725; 0,043208957; 0,15736216; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,18388236; 0,20695633; 0,0774712; 0,113423884; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,14988965; 0,16014701; 0,5950114; 0,0721423; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,67818475; 0,88761204; 0,6222858; 0,6426944; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,042431176; 0,001760304; 0,40266478; 0,07890093; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,994958; 0,21455032; 0,26247537; 0,193452; Aggressive
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,8670482; 0,14143622; 0,6627956; 0,7580906; Investigation
HIGH; SELF; MARRIED; 0; 0; 1; 0,5532294; 0,46354187; 0,30347425; 0,7751606; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,2907874; 0,89425737; 0,2577396; 0,8372646; Aggressive
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,122211576; 0,36928147; 0,45068532; 0,65716547; Investigation
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,29458636; 0,54874206; 0,5783227; 0,9177702; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,86870694; 0,3757884; 0,18837565; 0,38194883; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,2576757; 0,5961159; 0,55092174; 0,5942314; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,8017136; 0,7547439; 0,32725304; 0,977251; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,24053138; 0,6643824; 0,12355846; 0,22869825; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,85337996; 0,26797932; 0,8953535; 0,34510422; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,71681935; 0,9893377; 0,51432246; 0,6046727; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,5126221; 0,86760867; 0,22302991; 0,06844425; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,513799; 0,8443411; 0,48868078; 0,08439022; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,2988122; 0,76265645; 0,24027687; 0,8055693; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,43811584; 0,9988812; 0,35874033; 0,53358155; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,074270606; 0,9991718; 0,43116605; 0,117893994; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,7299389; 0,9792653; 0,18224603; 0,57020605; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,9693885; 0,20190614; 0,08218306; 0,6024026; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,5905792; 0,034904778; 0,6081465; 0,69126827; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,2612486; 0,36541992; 0,09781158; 0,042631805; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,45232612; 0,81895727; 0,3558904; 0,19507146; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,36311948; 0,54872507; 0,4000759; 0,4417652; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,81060994; 0,21499002; 0,6273188; 0,5942899; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,4167263; 0,8518641; 0,4346943; 0,8342446; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,6505346; 0,48562038; 0,6301475; 0,5682946; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,34184152; 0,04246229; 0,101525486; 0,17171127; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,50552994; 0,5166918; 0,63300437; 0,5113081; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,055631638; 0,060694993; 0,24328339; 0,12827468; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,8073765; 0,21798837; 0,7332286; 0,14087927; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,006190121; 0,5758556; 0,46540254; 0,6384103; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,2132824; 0,7475892; 0,81840026; 0,6696152; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,5612188; 0,5614602; 0,100944996; 0,24351811; Aggressive
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,78557974; 0,32053566; 0,18160135; 0,7403574; Investigation
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,6941133; 0,15502608; 0,5114127; 0,6726374; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,039541602; 0,8855685; 0,3335451; 0,5534317; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,22161394; 0,594397; 0,40777224; 0,11625975; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,6180747; 0,5166935; 0,2915992; 0,1348961; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,35333622; 0,9253522; 0,2162345; 0,4854167; Aggressive
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,93124026; 0,08125311; 0,8585952; 0,7165623; Investigation
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,19504786; 0,82340634; 0,38412392; 0,8310628; Idle
HIGH; SELF; MARRIED; 1; 1; 0; 0,39288437; 0,19526917; 0,2075175; 0,6838476; Investigation
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,7428312; 0,1879546; 0,9118482; 0,5350819; Interact
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,15933031; 0,3260005; 0,27264792; 0,6892515; Aggressive
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,038201272; 0,41741586; 0,98002964; 0,9187049; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,098979175; 0,72296095; 0,84634036; 0,4843809; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,073960364; 0,013780296; 0,46709055; 0,56253886; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,31800145; 0,8786521; 0,32116014; 0,30538553; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,08636296; 0,87585515; 0,41926455; 0,64760673; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,873895; 0,5439971; 0,4133271; 0,024552643; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,8243215; 0,8220086; 0,60638374; 0,36423266; PatrolWalk
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,9673988; 0,62722135; 0,4905883; 0,35413688; Interact
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,81752646; 0,55589634; 0,52571934; 0,62268364; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,65467894; 0,08577323; 0,94588256; 0,38863444; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,5384515; 0,55798924; 0,487377; 0,7044097; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,24679023; 0,8427311; 0,669423; 0,6037585; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,48569685; 0,6714784; 0,9885934; 0,2606687; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,36697823; 0,5235791; 0,97392744; 0,8472791; Investigation
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,558872; 0,55929226; 0,5272351; 0,14644825; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,9483803; 0,046182275; 0,4735024; 0,49773866; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,80754596; 0,35285228; 0,09855342; 0,21537864; Aggressive
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,65021557; 0,55614674; 0,114821255; 0,009286463; Aggressive
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,49170876; 0,47795677; 0,8560731; 0,23643655; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,18246108; 0,78816926; 0,19744784; 0,96581453; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,3301211; 0,075629234; 0,036700428; 0,7737947; Aggressive
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,23137194; 0,05842781; 0,73525673; 0,7737254; Investigation
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,065359056; 0,355713; 0,92105156; 0,52640295; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,7489334; 0,03146082; 0,447464; 0,35179418; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,6555351; 0,16210574; 0,1648432; 0,5179854; Aggressive
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,71807086; 0,08690435; 0,10979116; 0,49257314; Interact
HIGH; SELF; MARRIED; 0; 0; 1; 0,11594242; 0,63154024; 0,38312143; 0,4459114; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,8859235; 0,5400117; 0,3255577; 0,6535558; Idle
HIGH; SELF; MARRIED; 0,8999998; 0,8999998; 0,10000028; 0,48033834; 0,9967186; 0,15687186; 0,95425665; Investigation
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,02513963; 0,77410656; 0,14871234; 0,66550326; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,12899053; 0,84570855; 0,10672116; 0,2619999; Aggressive
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,2390024; 0,678387; 0,9255045; 0,13257545; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,033106267; 0,57299066; 0,041465163; 0,6134599; Investigation
HIGH; SELF; MARRIED; 0; 0; 1; 0,12919843; 0,94720656; 0,20337486; 0,21630287; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,8942031; 0,44651848; 0,43091452; 0,46567452; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,20225728; 0,89932185; 0,12050092; 0,73134065; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,07837802; 0,30020434; 0,7807775; 0,48837888; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,37053758; 0,04120344; 0,5111198; 0,23863149; PatrolWalk
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,5741714; 0,06708604; 0,35601848; 0,19908553; Interact
HIGH; SELF; MARRIED; 0; 0; 1; 0,5215512; 0,9805097; 0,21362215; 0,6647471; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,07745206; 0,5673496; 0,07624608; 0,1848442; Aggressive
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,44598162; 0,52462107; 0,34400165; 0,6592982; Investigation
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,35928786; 0,7761916; 0,6353243; 0,34133965; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,10447222; 0,25889754; 0,858048; 0,21413207; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,6852772; 0,27715772; 0,9109139; 0,3185224; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,7249977; 0,49247962; 0,029107034; 0,93465114; Aggressive
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,7386027; 0,7251396; 0,52679694; 0,80328417; Investigation
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,7844536; 0,861648; 0,19200605; 0,32278937; Aggressive
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,7894852; 0,6597459; 0,8573716; 0,28113115; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,2563159; 0,5910376; 0,77985173; 0,9460743; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,6408472; 0,60810703; 0,062178016; 0,33823717; Aggressive
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,9833423; 0,5738295; 0,09113729; 0,07140708; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,05531031; 0,78831065; 0,23526412; 0,89053017; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,6936499; 0,15881592; 0,7908505; 0,7772792; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,75139713; 0,9680191; 0,92943615; 0,11016792; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,5819007; 0,8658842; 0,9684717; 0,99926436; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,13196546; 0,23525643; 0,8373024; 0,20419812; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,3020603; 0,008878171; 0,5653174; 0,13247597; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,9554904; 0,5480081; 0,16289902; 0,6811004; Aggressive
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,5220373; 0,89742464; 0,9671953; 0,8772798; Investigation
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,94207007; 0,71990854; 0,29626322; 0,01748693; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,061785936; 0,49976093; 0,15436971; 0,80792564; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,32578886; 0,43671852; 0,25824922; 0,88356555; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,6569191; 0,035093904; 0,073191345; 0,7253683; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,65794754; 0,87034893; 0,5528975; 0,52467436; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,35820132; 0,66070175; 0,5584756; 0,5140392; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,008324087; 0,99594134; 0,45719677; 0,2312429; PatrolWalk
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,7751788; 0,5587976; 0,41227806; 0,38698947; Interact
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,81767076; 0,44563544; 0,33072233; 0,57717156; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,8987007; 0,6151989; 0,1877808; 0,10258287; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,24527079; 0,58451545; 0,22662741; 0,326564; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,32640857; 0,4882058; 0,22896868; 0,28771836; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,090005815; 0,48143286; 0,8371731; 0,5534802; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,722998; 0,8852064; 0,16138256; 0,3669359; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,9408692; 0,5859767; 0,83827835; 0,35124177; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,21929008; 0,8284997; 0,5016443; 0,61238104; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,77286905; 0,38021153; 0,41195655; 0,0143120885; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,57202303; 0,79163843; 0,624991; 0,44235563; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,5234427; 0,2675683; 0,3710091; 0,27701956; Interact
HIGH; SELF; MARRIED; 0; 0; 1; 0,24182731; 0,16050178; 0,35517997; 0,65690595; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,99637973; 0,307801; 0,07341856; 0,53538775; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,68132687; 0,67635524; 0,9567082; 0,48378915; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,26719218; 0,908296; 0,9444565; 0,93810916; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,5522487; 0,6234133; 0,6211339; 0,123657644; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,77103347; 0,64686364; 0,5358911; 0,06691074; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,5442288; 0,4903878; 0,01557833; 0,30883425; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,25254083; 0,49520242; 0,07161474; 0,9020519; Aggressive
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,70745206; 0,9543608; 0,5501393; 0,95480305; Investigation
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,2904603; 0,2144466; 0,6211421; 0,42198342; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,8058166; 0,60967225; 0,77751267; 0,458013; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,88743633; 0,4597143; 0,9103625; 0,21688193; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,74795395; 0,53931004; 0,523477; 0,51942855; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,043474436; 0,69108653; 0,51244754; 0,23684704; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,6482294; 0,033830225; 0,5233464; 0,23391199; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,20681775; 0,49163657; 0,7523413; 0,96636957; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,922538; 0,50034076; 0,78273976; 0,85049933; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,56090033; 0,54105324; 0,689505; 0,66626894; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,5634986; 0,6078027; 0,36537677; 0,5676116; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,21985495; 0,9918774; 0,307126; 0,49476928; Idle
HIGH; SELF; MARRIED; 1; 1; 0; 0,17277014; 0,93562603; 0,44409353; 0,96733874; Investigation
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,22372377; 0,11859751; 0,8031458; 0,76760054; Investigation
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,871757; 0,35377127; 0,20159787; 0,96530676; Aggressive
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,44809616; 0,4820897; 0,2602589; 0,7130608; Investigation
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,9891997; 0,91810155; 0,8700412; 0,94691676; PatrolWalk
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,57838535; 0,5144708; 0,28065705; 0,67462736; Investigation
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,8537987; 0,4270532; 0,13065177; 0,40814573; Interact
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,78941494; 0,32034534; 0,52370286; 0,5286252; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,77838165; 0,9336864; 0,13955867; 0,78597194; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,5879908; 0,7899001; 0,7396448; 0,5344765; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,12131083; 0,44447893; 0,83042264; 0,20521462; PatrolWalk
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,5321622; 0,9746449; 0,051961184; 0,8625735; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,44306952; 0,4441076; 0,8976177; 0,87044555; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,4455539; 0,5177591; 0,78808594; 0,3857777; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,108207345; 0,60664093; 0,9557277; 0,45083332; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,41297418; 0,7036292; 0,656959; 0,77074647; Idle
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,21390396; 0,1643635; 0,7326234; 0,19026107; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,6301139; 0,009105265; 0,82015085; 0,80719596; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,051772475; 0,9744283; 0,2791704; 0,24462777; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,48781377; 0,6067588; 0,81666535; 0,743939; PatrolWalk
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,6911131; 0,74447674; 0,22939116; 0,030541062; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,7069002; 0,11174524; 0,053361952; 0,8861571; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,6002503; 0,15894389; 0,97782564; 0,15185183; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,22957945; 0,058402956; 0,24126387; 0,9948609; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,79335845; 0,5376356; 0,33918768; 0,82910234; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,46323746; 0,08346599; 0,81789744; 0,50990874; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,99119043; 0,7776508; 0,05374217; 0,7652589; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,42600912; 0,9958689; 0,3730775; 0,59582716; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,72726375; 0,77341664; 0,17573899; 0,33115262; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,11776888; 0,69464606; 0,51014036; 0,99584407; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,49264044; 0,33301622; 0,37087363; 0,6331094; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,4021322; 0,76061213; 0,91082287; 0,17486018; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,49997818; 0,87230164; 0,42704087; 0,99073565; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,025639415; 0,71622866; 0,87559223; 0,28448433; Idle
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,082129; 0,15889806; 0,3016078; 0,56152046; PatrolWalk
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,7367327; 0,9641053; 0,59118897; 0,18442023; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,22295398; 0,13525862; 0,20396626; 0,43567878; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,6812304; 0,15535206; 0,13444263; 0,8024111; Aggressive
HIGH; SELF; MARRIED; 0; 0; 1; 0,32295394; 0,61402124; 0,40995985; 0,064037204; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,39041495; 0,49314356; 0,8787372; 0,6475326; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,58158207; 0,47286963; 0,9377745; 0,4922762; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,54117906; 0,038275123; 0,21905518; 0,1468234; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,32215136; 0,82680815; 0,03953421; 0,6950084; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,26478642; 0,5117256; 0,50185055; 0,24098724; PatrolWalk
HIGH; SELF; MARRIED; 0,3; 0,3; 0,7000003; 0,9923104; 0,7347491; 0,65661347; 0,063182; PatrolWalk
HIGH; SELF; MARRIED; 0; 0; 1; 0,13188249; 0,36353046; 0,9138685; 0,34822345; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,7198789; 0,5668085; 0,67396134; 0,6353405; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,7347492; 0,570592; 0,6703582; 0,8649306; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,54921716; 0,33573312; 0,5527768; 0,7666223; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,7170061; 0,4813432; 0,040862203; 0,664269; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,52986884; 0,6161129; 0,12463164; 0,55489784; Aggressive
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,12019616; 0,33747143; 0,8108448; 0,4079045; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,31128144; 0,8317056; 0,5055492; 0,15197527; Idle
HIGH; SELF; MARRIED; 1,1175871E-08; 1,1175871E-08; 1; 0,95217454; 0,35509944; 0,90779954; 0,9894733; Idle
HIGH; SELF; MARRIED; 0; 0; 1; 0,39988977; 0,75310344; 0,7943712; 0,2827785; Idle
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,73375624; 0,27340806; 0,16049069; 0,9415824; Aggressive
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,54151845; 0,122647464; 0,35166878; 0,9163468; PatrolWalk
HIGH; SELF; MARRIED; 0,30000004; 0,30000004; 0,7000003; 0,4012416; 0,55273044; 0,51144975; 0,49238515; PatrolWalk
HIGH; SELF; MARRIED; 0,6000001; 0,6000001; 0,4000004; 0,53056115; 0,96573865; 0,003599465; 0,4572389; Interact
HIGH; SELF; MARRIED; 0; 0; 1; 0,056135654; 0,7168431; 0,9708689; 0,8342134; Idle
